,title,claim,time,url,plaintext,all_links
0,Reuters Summit-Software Executives See More Mergers,(Corrects spelling name in 15th paragraph),2005-03-03T21:41:12+0000,https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303," (Corrects spelling name in 15th paragraph)   By Wei Gu   SAN FRANCISCO (Reuters) - Software vendors say they are being forced to consolidate by business customers who are frustrated by increasing complexity and clamoring for one-stop shopping.   Siebel Systems, Sybase Inc., Computer Associates International Inc. and Symantec Corp. said at the Reuters Technology Summit that they saw mergers continuing in the sector.   “Customers are looking at a smaller number of vendors to do business with,” said Veritas Chief Executive Gary Bloom, whose company was recently bought by Symantec for $13.5 billion. “They would love to reduce the complexity of managing and interacting with multiple vendors.”   Making different software work together is always a challenge. Companies that are able to address different technology problems have an edge over pure players because clients like to be able to hold one company responsible if something goes wrong, analysts said.   “Our customers have a laundry list of companies they want us to acquire,” Christopher Lochhead, chief marketing officer of Mercury Interactive, told Reuters. “We are nowhere near done bulking up our products portfolio.”   A spate of large deals swept the industry late last year. Business software maker Oracle Corp. acquired PeopleSoft for $10 billion after a bitter takeover battle.   Siebel Systems in December agreed to buy edocs, an electronic billing and customer services company.   The trend is expected to continue.   “Will there be consolidations in the applications space?” Siebel CEO Mike Lawrie told Reuters. “Absolutely.”   Symantec, the leading security software maker, has appetite for more deals after digesting storage software provider Veritas. Integration could take six months to a year, executives said.   “It is logical for you to assume that we will continue to be acquisitive,” Symantec CEO John Thompson said. “My sense is we’ll continue to look at small things.”   Despite getting a cold shoulder from investors, chief information officers are more bullish on the Veritas deal, according to a Merrill Lynch survey.   Thompson said the CIO of a large Wall Street firm told him that he thought the acquisition was “very smart.”   Symantec’s rival Computer Associates told Reuters the company would do more deals this year and is interested in management software and identity-control products.   Mercury President and Chief Operating Officer Tony Zingale said the company plans to do larger and more aggressive acquisitions this year.   Certain parts of the software industry are especially fragmented and ripe for consolidation. For example, the average enterprise now has eight different security vendors, according to Nitsan Hargil, an analyst with Friedman Billings Ramsey.   “Every IT manager out there would like to deal with fewer vendors than more,” Hargil said.  News from the Reuters Technology Summit will be delivered
throughout the day Monday through Wednesday to Reuters
terminals and to the Reuters.com Web site, http://reuters.com
All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2022 Reuters. All Rights Reserved.","['https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//s1.reutersmedia.net', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//s2.reutersmedia.net', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//s3.reutersmedia.net', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//s4.reutersmedia.net', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//static.reuters.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//www.googletagservices.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//www.googletagmanager.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//www.google-analytics.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//static.chartbeat.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//static.reuters.com/resources_v2/react/cookie-reset-b74/article.bundle.css', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//static.reuters.com/resources_v2/react/cookie-reset-b74/common.bundle.css', 'https://www.reuters.com/article/specialeventii-tech-summit-software-merg-idUSN0229520220050303', 'https://mobile.reuters.com/article/amp/idUSN0229520220050303', 'https://s4.reutersmedia.net/resources_v2/images/rcom-default.png', 'https://plus.google.com/+Reuters', 'https://s3.reutersmedia.net/resources_v2/images/favicon/favicon.ico', 'https://s3.reutersmedia.net/resources_v2/images/favicon/favicon.ico', 'https://s3.reutersmedia.net/resources_v2/images/apple-touch-icon.png', 'https://s1.reutersmedia.net/resources_v2/images/favicon-32x32.png', 'https://s3.reutersmedia.net/resources_v2/images/favicon-16x16.png', 'https://s2.reutersmedia.net/resources_v2/images/safari-pinned-tab.svg', 'https://www.refinitiv.com/en', 'https://www.thomsonreuters.com/en/products-services/government-solutions.html', 'https://www.thomsonreuters.com/en/products-services/legal.html', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//www.reutersagency.com?utm_source=website&utm_medium=reutersdotcom&utm_campaign=site-referral&utm_content=united_states&utm_term=0', 'https://risk.thomsonreuters.com/en.html', 'https://www.thomsonreuters.com/en/products-services/tax-accounting.html', 'https://blogs.thomsonreuters.com/answerson/', 'https://innovation.thomsonreuters.com/en.html', 'https://www.thomsonreuters.com/en/global-gateway.html', 'https://www.thomsonreuters.com/en/login.html', 'https://reuters.zendesk.com/hc/en-us/articles/216467423-Contact-Reuters', 'https://reuters.zendesk.com/hc/en-us', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303/', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303/world/', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303/business', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303/markets', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303/breakingviews', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303/video', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303/news/archive/Tech', 'http://thomsonreuters.com/en/about-us/trust-principles.html', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//www.reuters.com/tools/mobile', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//newslink.reuters.com/join/subscribe', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//sales.reuters.com/en/ ', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//www.reuters.com/advertising-guidelines', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//info.evidon.com/pub_info/285', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//www.reuters.com/terms-of-use', 'https://www.thomsonreuters.com/en/privacy-statement.html', 'javascript:evidon.notice.showOptions();', 'https://twitter.com/reuters ', 'https://www.facebook.com/Reuters', 'https://www.youtube.com/user/ReutersVideo', 'https://instagram.com/reuters/', 'https://www.linkedin.com/company/10256858/', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//www.reuters.com/info/disclaimer', 'https://www.reuters.com/news/article/specialeventii-tech-summit-software-merg/corrected-reuters-summit-software-executives-see-more-mergers-idUSN0229520220050303//www.thomsonreuters.com/en/policies/copyright.html']"
1,nplays On-Line Movie Delivery,"Netflix Inc. Chief Executive Reed Hastings on Wednesday downplayed prospects for online delivery of movies, saying licensing snarls with movie studios would hold up consumer adoption long after the technology becomes widely available.",2005-03-03T14:16:03+0000,https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303," SAN FRANCISCO (Reuters) - Netflix Inc. Chief Executive Reed Hastings on Wednesday downplayed prospects for online delivery of movies, saying licensing snarls with movie studios would hold up consumer adoption long after the technology becomes widely available.   Hastings said Netflix, the online DVD rental leader, expects the DVD format to dominate movie distribution for years to come as studios work out business plans for online distribution.   “Media formats are led by not what people want but format profitability,” he said.   As long as movie studios are reaping huge profits — as much as $15 per DVD — from DVD sales that totaled more than $14 billion last year, studios have little incentive to adopt online or on demand delivery models that will pay them far less, Hastings said.   “We recognized that DVD would dominate for ... 10 to 15 to 20 years,” he said. “That won’t last forever. Eventually piracy will rise and the movie industry will allow more downloading to people like us.”   Netflix plans to set aside 1 percent to 2 percent of revenues in the next five years to make way for online delivery on “several platforms,” including a pact already signed with TiVo, Hastings said.   The company, based in Los Gatos, California, plans to roll out limited online delivery later this year. “We will launch something this year and it will be totally underwhelming,” he said.   “Our view is that we don’t want to end up with the AOL irony,” in which the Internet service provider failed to recognize the importance of broadband before it became mainstream.   Hastings said Netflix is betting that online delivery of films won’t take off “for a couple of years, and that allows us to grow very large on the DVD side.”   With a target subscriber base of 20 million, Netflix could fend off competition for online download services by what will likely be a wide range of competitors, from Comcast Corp. to Walt Disney Co., while negotiating licensing agreements, he said.   Netflix is betting that online download capability will penetrate the market relatively slowly, making it necessary for online rental companies to bridge the technology gap.   “Consumers would choose a service that gave them downloading on the movies that were enabled for that and DVDs on the movies that were not,” he said. “That would be the differentiator during the transition period.”   Among the possible projects the company may consider during the transition to online delivery was adding original content, he said. (News from the Reuters Technology Summit will be delivered throughout the day Monday through Wednesday to Reuters terminals and to the Reuters.com Web site, http://reuters.com) All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2022 Reuters. All Rights Reserved.","['https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//s1.reutersmedia.net', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//s2.reutersmedia.net', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//s3.reutersmedia.net', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//s4.reutersmedia.net', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//static.reuters.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//www.googletagservices.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//www.googletagmanager.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//www.google-analytics.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//static.chartbeat.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//static.reuters.com/resources_v2/react/cookie-reset-b74/article.bundle.css', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//static.reuters.com/resources_v2/react/cookie-reset-b74/common.bundle.css', 'https://www.reuters.com/article/specialeventii-tech-summit-netflix-onlin-idUSN0248510920050303', 'https://mobile.reuters.com/article/amp/idUSN0248510920050303', 'https://s4.reutersmedia.net/resources_v2/images/rcom-default.png', 'https://plus.google.com/+Reuters', 'https://s3.reutersmedia.net/resources_v2/images/favicon/favicon.ico', 'https://s3.reutersmedia.net/resources_v2/images/favicon/favicon.ico', 'https://s3.reutersmedia.net/resources_v2/images/apple-touch-icon.png', 'https://s1.reutersmedia.net/resources_v2/images/favicon-32x32.png', 'https://s3.reutersmedia.net/resources_v2/images/favicon-16x16.png', 'https://s2.reutersmedia.net/resources_v2/images/safari-pinned-tab.svg', 'https://www.refinitiv.com/en', 'https://www.thomsonreuters.com/en/products-services/government-solutions.html', 'https://www.thomsonreuters.com/en/products-services/legal.html', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//www.reutersagency.com?utm_source=website&utm_medium=reutersdotcom&utm_campaign=site-referral&utm_content=united_states&utm_term=0', 'https://risk.thomsonreuters.com/en.html', 'https://www.thomsonreuters.com/en/products-services/tax-accounting.html', 'https://blogs.thomsonreuters.com/answerson/', 'https://innovation.thomsonreuters.com/en.html', 'https://www.thomsonreuters.com/en/global-gateway.html', 'https://www.thomsonreuters.com/en/login.html', 'https://reuters.zendesk.com/hc/en-us/articles/216467423-Contact-Reuters', 'https://reuters.zendesk.com/hc/en-us', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303/', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303/world/', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303/business', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303/markets', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303/breakingviews', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303/video', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303/news/archive/Tech', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303/journalists/gina-keating', 'http://thomsonreuters.com/en/about-us/trust-principles.html', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//www.reuters.com/tools/mobile', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//newslink.reuters.com/join/subscribe', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//sales.reuters.com/en/ ', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//www.reuters.com/advertising-guidelines', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//info.evidon.com/pub_info/285', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//www.reuters.com/terms-of-use', 'https://www.thomsonreuters.com/en/privacy-statement.html', 'javascript:evidon.notice.showOptions();', 'https://twitter.com/reuters ', 'https://www.facebook.com/Reuters', 'https://www.youtube.com/user/ReutersVideo', 'https://instagram.com/reuters/', 'https://www.linkedin.com/company/10256858/', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//www.reuters.com/info/disclaimer', 'https://www.reuters.com/news/article/specialeventii-tech-summit-netflix-onlin/netflix-downplays-on-line-movie-delivery-idUSN0248510920050303//www.thomsonreuters.com/en/policies/copyright.html']"
2,mit-Quotes from the Reuters Tech Summit: Wednesday,The final day of the Reuters Technology Summit on Wednesday saw executives from the worlds of media and networking discussing their businesses and challenges for the future.,2005-03-02T23:13:42+0000,https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302," SAN FRANCISCO (Reuters) - The final day of the Reuters Technology Summit on Wednesday saw executives from the worlds of media and networking discussing their businesses and challenges for the future.   Below are some of their comments:    “What was the point of lowering the price? It had a very specific goal ... to drive a lot of the easy profits out of the marketplace. If Amazon doesn’t enter, we will feel enormously gratified that our strategy worked” — Netflix Inc. CEO Reed Hastings on price cuts and potential competition from Amazon.com Inc.     “An implicit trust model no longer works. You can’t trust 2 billion people” — Cisco Chief Technology Officer Charles Giancarlo on security challenges.    “We’ve been saying for years there’s money to be made at the low end of the market. We’re going to continue to bother with the low-end and we’re going to continue to do well” — Nokia CFO Rick Simonson on lower-priced phones.  “While Wall Street reacted more lukewarm to the deal than we might have anticipated, customers and employees have been more than enthusiastic about it” — Symantec Corp. Chairman and CEO John Thompson on their merger with Veritas Software Corp. .    “I think history will prove that we’re more complementary, in the same way that people like Microsoft and Intel and Oracle (together) became part of the IT infrastructure” — Juniper Networks CEO Scott Kriens on their relationship to Cisco Systems Inc.. All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2022 Reuters. All Rights Reserved.","['https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//s1.reutersmedia.net', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//s2.reutersmedia.net', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//s3.reutersmedia.net', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//s4.reutersmedia.net', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//static.reuters.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//www.googletagservices.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//www.googletagmanager.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//www.google-analytics.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//static.chartbeat.com', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//static.reuters.com/resources_v2/react/cookie-reset-b74/article.bundle.css', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//static.reuters.com/resources_v2/react/cookie-reset-b74/common.bundle.css', 'https://www.reuters.com/article/specialeventii-tech-summit-quotes-dc-idUSN0223882720050302', 'https://mobile.reuters.com/article/amp/idUSN0223882720050302', 'https://s4.reutersmedia.net/resources_v2/images/rcom-default.png', 'https://plus.google.com/+Reuters', 'https://s3.reutersmedia.net/resources_v2/images/favicon/favicon.ico', 'https://s3.reutersmedia.net/resources_v2/images/favicon/favicon.ico', 'https://s3.reutersmedia.net/resources_v2/images/apple-touch-icon.png', 'https://s1.reutersmedia.net/resources_v2/images/favicon-32x32.png', 'https://s3.reutersmedia.net/resources_v2/images/favicon-16x16.png', 'https://s2.reutersmedia.net/resources_v2/images/safari-pinned-tab.svg', 'https://www.refinitiv.com/en', 'https://www.thomsonreuters.com/en/products-services/government-solutions.html', 'https://www.thomsonreuters.com/en/products-services/legal.html', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//www.reutersagency.com?utm_source=website&utm_medium=reutersdotcom&utm_campaign=site-referral&utm_content=united_states&utm_term=0', 'https://risk.thomsonreuters.com/en.html', 'https://www.thomsonreuters.com/en/products-services/tax-accounting.html', 'https://blogs.thomsonreuters.com/answerson/', 'https://innovation.thomsonreuters.com/en.html', 'https://www.thomsonreuters.com/en/global-gateway.html', 'https://www.thomsonreuters.com/en/login.html', 'https://reuters.zendesk.com/hc/en-us/articles/216467423-Contact-Reuters', 'https://reuters.zendesk.com/hc/en-us', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302/', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302/world/', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302/business', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302/markets', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302/breakingviews', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302/video', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302/news/archive/Tech', 'http://thomsonreuters.com/en/about-us/trust-principles.html', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//www.reuters.com/tools/mobile', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//newslink.reuters.com/join/subscribe', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//sales.reuters.com/en/ ', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//www.reuters.com/advertising-guidelines', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//info.evidon.com/pub_info/285', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//www.reuters.com/terms-of-use', 'https://www.thomsonreuters.com/en/privacy-statement.html', 'javascript:evidon.notice.showOptions();', 'https://twitter.com/reuters ', 'https://www.facebook.com/Reuters', 'https://www.youtube.com/user/ReutersVideo', 'https://instagram.com/reuters/', 'https://www.linkedin.com/company/10256858/', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//www.reuters.com/info/disclaimer', 'https://www.reuters.com/news/article/specialeventii-tech-summit-quotes-dc/reuters-summit-quotes-from-the-reuters-tech-summit-wednesday-idUSN0223882720050302//www.thomsonreuters.com/en/policies/copyright.html']"
